"plot_id";"plot_name";"survey_year";"survey_month";"precip";"location";"conductivity";"ph";"alk";"nh4_n";"no3_n";"so4_s";"po4_p";"ca";"mg";"k";"na";"cl";"t_p";"t_s";"t_n";"toc"
"ALP";"Alptal";1997;7;338.0435714285714;"B";8.107127145486318;5.019788481006725;0;0.23093189593057536;0.3027399468792062;0.28952360325486365;0.16315;0.21094235527541882;0.025156478137856278;0.45806335193476755;0.13377256947012325;0.10546594796528766;0.01;NA;0.6933137919668007;NA
"ALP";"Alptal";1997;8;194.84214285714285;"B";8.694086788205839;5.523459400035091;0;0.4797814347878686;0.3901865979419237;0.27594539902265197;0.16315;0.21879239237624598;0.023977725558052488;0.5338056815224046;0.1710152174470909;0.15712059945963583;0.01;NA;1.0213614666085;NA
"ALP";"Alptal";1997;9;226.7742857142857;"B";9.41970367010621;5.106040667154493;0;0.37234443310529036;0.3525923826082574;0.3288314371747868;0.16315;0.20512428972798627;0.023977712262665207;0.5354097844300816;0.15210505096319818;0.18078718927568002;0.01;NA;0.8859756157790629;NA
"ALP";"Alptal";1997;10;94.52821428571428;"B";12.319163212797388;5.3680402854614435;0;0.34727163847528525;0.5245432769505703;0.3418149154258555;0.16315000000000002;0.46414324521401396;0.08558208244703963;1.1433431817409012;0.1979223890070614;0.41544474627756633;0.013116416489407926;NA;1.2034210636280174;NA
"ALP";"Alptal";1997;11;36.418214285714285;"B";16.150566337488108;4.80194752636765;0;0.2279303919741887;0.40450059330593996;0.2570245461945063;0.16315;0.37268233125104194;0.07017132321934667;1.130168675407714;0.16467368173304173;0.3669472693216698;0.01701052259956262;NA;0.8014120357748771;NA
"ALP";"Alptal";1997;12;233.8634761904762;"B";9.073189954334365;4.778742322105809;0;0.08082197733191097;0.22114564602506182;0.15258062039859235;0.16315;0.0998053239445969;0.013922129577838756;0.28255165152318207;0.14392212957783876;0.17798218455904166;0.026077870422161236;NA;0.41941895896527337;NA
"ALP";"Alptal";1998;1;102.65009523809525;"B";12.877395052633725;4.589976412006571;0;0.1150204764034269;0.2317701187390172;0.176716223212281;0.16314999999999996;0.08962285192600661;0.007469211171376456;0.12001536426102172;0.17217031320454318;0.20129293596554543;0.017321701276458355;NA;0.451749706724462;NA
"ALP";"Alptal";1998;2;50.769642857142856;"B";18.72709366536527;4.65693303393434;0;0.3228701065738103;0.4319134043825401;0.34574021314762055;0.16315000000000002;0.4770845204178537;0.058086595617459824;0.4266061693222187;0.25430515986071545;0.3271298934261897;0.010000000000000002;NA;1.1800205866835494;NA
"ALP";"Alptal";1998;3;102.46892857142858;"B";22.986858037105325;4.377618360628329;0;0.32048795279405257;0.4758987916197593;0.3797701045264592;0.16315;0.27878084994405966;0.0420511444235709;0.20583145413418003;0.20821757815086803;0.27924315036265346;0.009999999999999998;NA;1.182916662193766;NA
"ALP";"Alptal";1998;4;157.42000000000002;"B";13.514178630415449;4.703755274397168;0;0.3271807902426629;0.4531006225384322;0.3656911447084233;0.16315;0.25393596747554315;0.01617392961504256;0.2781444543260068;0.18112374539448609;0.2010640325244569;0.01;NA;0.8714647694066827;NA
"ALP";"Alptal";1998;5;95.6907142857143;"B";19.176792045802326;4.952434193708584;0;0.8216383139131278;0.6711922339083505;0.6289542200691215;0.16315;0.4263860502959684;0.05385199340136003;0.7156020512514276;0.31780304104742213;0.18168884874633306;0.01;NA;1.656746329319907;NA
"ALP";"Alptal";1998;6;266.1435714285714;"B";9.484786943674333;5.031510585889153;0;0.23710253058902153;0.27746584147653924;0.2766292897764633;0.16315;0.17487075987450384;0.03958172414996202;0.829046889299814;0.23838288142007136;0.2649837493726533;0.009999999999999998;NA;0.6035960255071778;NA
"ALP";"Alptal";1998;7;187.99571428571426;"B";11.732262133635269;5.318451943551973;0;0.485672393747578;0.4668281191820483;0.48519996656458736;0.16315000000000002;0.270079485094645;0.05440093619155453;0.7657952688891084;0.20106377804965164;0.24162062964961212;0.015983115116606005;NA;1.1143426445891624;NA
"ALP";"Alptal";1998;8;182.1532142857143;"B";8.271533579463128;5.636251852087375;NA;0.40705012852210365;0.3077875963915777;0.2509439267178925;0.16314999999999996;0.22547196335894623;0.034631266065262956;0.6746312660652629;0.14536873393473704;0.16389379819578886;0.03;NA;1.0292138656821472;NA
"ALP";"Alptal";1998;9;342.86745238095233;"B";6.685046739914002;5.433165746269515;0;0.19881804734621522;0.22083805118915523;0.1859716051593727;0.16315000000000002;0.16742492395888375;0.027740856820069236;0.46624297130509906;0.13854643884666526;0.14338041571388863;0.010979783038468359;NA;0.23584957768283785;NA
"ALP";"Alptal";1998;10;205.88361904761905;"B";7.508129757079589;5.120437502080461;0;0.1183725017092412;0.16359418497181488;0.1895457997999795;0.16315;0.24508749279528239;0.07149425149113368;0.7524660580318607;0.24574398249959062;0.40143565620521626;0.009999999999999998;NA;0.22697207553227017;NA
"ALP";"Alptal";1998;11;241.86340659340658;"B";9.054657337694467;4.6661117917267045;0;0.12004429436831339;0.2559020507897246;0.2080261359036092;0.16315;0.07224106150188304;0.028741342970353353;0.24067091269843074;0.22768062710902576;0.25983995143930577;0.01;NA;0.43177868263668945;NA
"ALP";"Alptal";1998;12;94.6073076923077;"B";13.310655503112054;4.4467029130292515;0;0.16035751019395963;0.3244359884380374;0.26669675053561487;0.16314999999999996;0.11923635757524016;0.03523028388602279;0.14149102159127405;0.3596601742425167;0.49987194028758547;0.01;NA;0.7098687623740236;NA
"ALP";"Alptal";1996;6;181.07214285714286;"F";13.489236058240401;5.642573612971094;0;0.6969785523528507;0.4852221884726293;0.5011648869235229;0.16315;0.22767791843030208;0.02055380452148118;0.022250839247182463;0.058551228594758996;0.13859767811566817;0.02055380452148118;NA;1.3198074480968516;NA
"ALP";"Alptal";1996;7;288.56714285714287;"F";10.486088951816114;5.489244869129378;0;0.3969361921216652;0.30590543423912236;0.3909099640093664;0.16314999999999996;0.15441016450739367;0.014629771729283104;0.04698688594385066;0.07582944301152987;0.12738634732198995;0.009999999999999998;NA;0.7829761105362952;NA
"ALP";"Alptal";1996;8;253.1285714285714;"F";7.54959636548338;5.629918326551829;NA;0.3722047519611716;0.2543599525932615;0.2976706360404086;0.16315;0.11356272927366107;0.01265647045544331;0.06252903662734918;0.05942366950730855;0.10871990518652294;0.01531294091088662;NA;0.8410806162876009;NA
"ALP";"Alptal";1996;9;190.56857142857143;"F";13.113620743939189;4.962952415717582;0;0.43951693428687083;0.397072819682454;0.3645444459437173;0.16315;0.09005667251383077;0.029034018501027;0.0455113270064019;0.27272582797343287;0.3558506124529603;0.018437607760236282;NA;1.111213358521117;NA
"ALP";"Alptal";1996;10;255.7785714285714;"F";10.177572788963667;4.841215645869833;0;0.21419302410008662;0.28294551649026783;0.23991482588176155;0.16314999999999996;0.053059286771482035;0.016940713228517975;0.026834371247451763;0.20827797481080176;0.28707565137255997;0.019284202295512306;NA;0.6198210254405317;NA
"ALP";"Alptal";1996;11;212.85142857142858;"F";8.38153896748906;4.9984350607764405;0;0.1472810008322371;0.2253096727428924;0.14946616016537356;0.16315;0.04909366694407903;0.01129399446965019;0.02922467717254154;0.15266544068297136;0.15693508550565116;0.009999999999999998;NA;0.5450779698783859;NA
"ALP";"Alptal";1996;12;122.37428571428572;"F";10.336314818706077;4.681944091885106;0;0.11272629637412154;0.24843197683920523;0.17338376409609862;0.16315;0.03899582078401158;0.02191648572295767;0.01678527234946651;0.3293759193107796;0.357596834068782;0.01;NA;0.49820412084705;NA
"ALP";"Alptal";1997;1;23.88285714285714;"F";10.505766239980858;4.609701185101216;0;0.1940650795549707;0.23672089962914222;0.20606771144873792;0.16315;0.12735255413326954;0.01;0.027004426366790287;0.10019200861347052;0.181056346452925;0.01;NA;0.5664515731546835;NA
"ALP";"Alptal";1997;2;107.11285714285714;"F";11.699737259766067;4.7587106942993715;0;0.27250310086824314;0.22120393710238867;0.20577388335400576;0.16314999999999996;0.17455260806359113;0.02192267168140413;0.324667440216594;0.48837727897144534;0.7800136038090665;0.009999999999999998;NA;0.9414818655890316;NA
"ALP";"Alptal";1997;3;105.42285714285714;"F";16.104000216813922;4.805332223575525;0;0.8992270583771478;0.5857694183966611;0.5124375304894574;0.16314999999999996;0.23650333351401157;0.05519973982329666;0.06229443330261804;0.3820597322348095;0.48347932137243216;0.028316439915442575;NA;1.5617516613366578;NA
"ALP";"Alptal";1997;4;225.0042857142857;"F";14.308426188707518;4.712452460798895;0;0.7401408862053422;0.5305670368183464;0.504623403998654;0.16315000000000002;0.2008891894122652;0.035800079998476224;0.10720621194516933;0.2642270305962427;0.36284953302476786;0.08814136873583361;NA;1.6717103344063289;NA
"ALP";"Alptal";1997;5;154.28835164835166;"F";8.276731715412271;5.098121251903661;0;0.41519194116339886;0.29392022501039866;0.3640004444368472;0.16314999999999996;0.11867285032164693;0.012535604804476274;0.07243276468208519;0.13694478157068538;0.11715367401127046;0.02834956524959687;NA;0.7724770360763064;NA
"ALP";"Alptal";1997;6;320.47164835164835;"F";7.801811190374627;5.011400799449793;0;0.3737592669046858;0.2668467080799865;0.29216562676165486;0.16315;0.119296860533856;0.01;0.05633441370068565;0.17173737060623562;0.1134094391096639;0.01440619800760692;NA;0.733555792081177;NA
"ALP";"Alptal";1997;7;344.58142857142855;"F";8.779234018913217;4.824389857109355;0;0.2940205715422853;0.2956214371888046;0.3011984726811411;0.16315;0.1690828209794907;0.014624160990352686;0.03284991729095756;0.13910023340947816;0.08604911963583148;0.009999999999999998;NA;0.6730322465765919;NA
"ALP";"Alptal";1997;8;191.47857142857143;"F";6.747103368523147;5.246751546829606;0;0.42313321147461486;0.2824956914238818;0.267363599059947;0.16315000000000002;0.1399726190920282;0.012382549334129144;0.03185817137314881;0.12614712575073675;0.09465594807326445;0.01;NA;0.7578060924385421;NA
"ALP";"Alptal";1997;9;220.7242857142857;"F";8.98516830952643;4.767558446021374;0;0.2697974201816099;0.20735112325007926;0.2730418039312134;0.16315;0.06065382150970505;0.006487893752386622;0.021458445248435345;0.12065382150970506;0.10029390254163242;0.009999999999999998;NA;0.513344625162614;NA
"ALP";"Alptal";1997;10;97.81464285714284;"F";8.036060916967589;4.922248559684565;0;0.194072316078881;0.23093244876424435;0.17360609169675884;0.16315;0.1113986731463665;0.01313986731463665;0.04930542826994205;0.1379067551235756;0.1741864897528489;0.01313986731463665;NA;0.46715947838659855;NA
"ALP";"Alptal";1997;11;34.760357142857146;"F";11.49796874518386;4.616712492553704;0;0.2087273063526801;0.31972659741700826;0.21098449588509074;0.16315;0.14513084486638103;0.017657429954073295;0.17303331997657428;0.18085442160096166;0.18238726381653977;0.017657429954073295;NA;0.6506010818974817;NA
"ALP";"Alptal";1997;12;247.59614285714287;"F";11.515937474216363;4.550249990266317;0;0.08121024848644653;0.1726478199233429;0.11443614688204813;0.16315;0.020713448686311177;0.0058883850602334566;0.045535402409338246;0.15465279576822397;0.1382232298795331;0.026446459759066177;NA;0.36352733345142113;NA
"ALP";"Alptal";1998;1;114.776;"F";16.38743988290235;4.490318544963063;0;0.1153300341534816;0.2062668153620966;0.1670530424478985;0.1657086359517669;0.06119118979577613;0.005000000000000001;0.06799121767616924;0.20012546176901097;0.1761434446225692;0.018448804628145257;NA;0.5588521223949259;NA
"ALP";"Alptal";1998;2;56.32321428571428;"F";12.953999556133292;4.627317534207988;0;0.20355093370533592;0.14550394724327068;0.18585904061380426;0.16604667417012775;0.14088773342633398;0.009911226657366603;0.2955613328683301;0.1646162138169367;0.15177546685266796;0.010266320027900193;NA;0.8454354459275228;NA
"ALP";"Alptal";1998;3;131.24107142857142;"F";22.238180828627797;4.343202466777351;0;0.2979440778284237;0.3742994761548405;0.32785332335533035;0.16315;0.11512973671678346;0.019083611130008844;0.09556813388665897;0.22351779032587252;0.21127219538744135;0.01;NA;0.7526921151098714;NA
"ALP";"Alptal";1998;4;151.8357142857143;"F";11.574032083548948;4.589152318362275;0;0.3389311756127393;0.31280707531636637;0.3112508820623794;0.16315;0.07927976666509855;0.005492543632685703;0.018665380815731287;0.1640264383497201;0.14599614244719386;0.009999999999999998;NA;0.8050187279484404;NA
"ALP";"Alptal";1998;5;90.735;"F";17.017126797817824;4.958715398444281;0;0.863774728605279;0.5612597123491486;0.6335317132308371;0.16315;0.29989695266435223;0.026478205764038133;0.06550449110045738;0.26478756819308974;0.20878271890670635;0.010000000000000002;NA;1.4419886096875518;NA
"ALP";"Alptal";1998;6;262.94642857142856;"F";8.012288760611206;4.9179047295783604;0;0.2780820101867572;0.25898969100169783;0.27207062818336164;0.16315000000000002;0.11732267572156199;0.021676061120543294;0.03892321901528015;0.1666292699490662;0.21974742275042447;0.010000000000000002;NA;0.5242734562988116;NA
"ALP";"Alptal";1998;7;190.8757142857143;"F";10.812440406247893;4.980288396686942;0;0.5507190917051484;0.38677875655811933;0.4783247139125683;0.16315;0.23183537530030762;0.02147942191253845;0.053167356469804576;0.11583498611662035;0.20500991669972235;0.009999999999999998;NA;0.9276914207449872;NA
"ALP";"Alptal";1998;8;201.06607142857143;"F";5.924600122560992;5.405008913946483;0;0.3605922005026777;0.21931658925193392;0.25186781175342143;0.16315000000000002;0.15029610025133883;0.01225512225014876;0.05225512225014875;0.09632121637343799;0.12353073350089257;0.009999999999999998;NA;0.6648571311846674;NA
"ALP";"Alptal";1998;9;361.93078571428566;"F";6.690335788354167;5.248475472274354;0;0.2084504949742759;0.20168687541086688;0.1856454322067499;0.16315000000000004;0.056385261901890874;0.008795184004202856;0.03574865636306548;0.1459382190478014;0.10984516376552661;0.010000000000000002;NA;0.25271010199069244;NA
"ALP";"Alptal";1998;10;222.19885714285715;"F";7.181183637308151;4.967121378192333;0;0.13862745854421266;0.1796334300292145;0.16407768588240138;0.16315;0.029844013599144143;0.02643342642883594;0.027407495988149615;0.25527150711846275;0.2814624866271654;0.01;NA;0.16966991510821708;NA
"ALP";"Alptal";1998;11;262.17868131868136;"F";10.411921741149605;4.611449668050662;0;0.13857253630398864;0.2605975372889724;0.21962506067081167;0.16314999999999996;0.035421552116541605;0.0184431639189111;0.039999999999999994;0.22637000351241038;0.2521063229254773;0.009999999999999998;NA;0.5934611943201222;NA
"ALP";"Alptal";1998;12;79.67846153846153;"F";12.956873298449539;4.4582470298466275;0;0.15458622154428375;0.2631983356181576;0.2104606012627677;0.16315000000000002;0.06844557934776314;0.028284161340773495;0.03951680793960341;0.3060419764051669;0.4328190226101061;0.028298546079434654;NA;0.7895489196964725;NA
"BEA";"Beatenberg";1999;9;135.0890909090909;"B";10.737757574126165;5.747686701487156;0;0.43412934225225097;0.4547920295024158;0.2401267177216382;0.16314999999999996;0.8250688838342372;0.045508795542335695;0.6170980766901303;0.15704593601528957;0.17499421257352046;0.011867871707559994;NA;1.2769609146825665;NA
"BEA";"Beatenberg";1999;10;59.47690909090909;"B";9.961595179794756;5.466106662794027;0;0.10361782265386414;0.40793851853889823;0.18122374152841592;0.16315;0.7955024104083174;0.1145638246164287;0.6188811486810771;0.23341386573246156;0.3007129183823822;0.01282618770309639;NA;0.8148874790216525;NA
"BEA";"Beatenberg";1999;11;78.294;"B";14.451977163000995;5.223948661227749;0;0.24819403785730712;0.4305886274810329;0.2500444733951516;0.16314999999999996;0.7591871663218126;0.12162178455564922;0.6048968503333588;0.2732193016067643;0.4218883439344011;0.013419776738958287;NA;1.0153520371931437;NA
"BEA";"Beatenberg";1999;12;115.77;"B";38.27915176643345;5.000901245921363;0;0.441382655264749;1.1710070830094155;0.7495643949209639;0.16314999999999996;1.9098410641789756;0.4357213440442257;4.216498229247645;0.7358070311825171;1.3643932797788718;0.05301978059946445;NA;2.4071908957415564;NA
"BEA";"Beatenberg";2000;1;58.13142857142857;"B";28.8988351518726;4.535728148519357;0;0.3798337756807234;0.9421024279956747;0.4723739309938071;0.054322377862970596;0.955421016416003;0.18212395556866215;1.8656994003735377;0.5398483239948885;0.8570685146957632;0.011784625970706772;0;1.708789039614666;0
"BEA";"Beatenberg";2000;2;75.34857142857142;"B";16.300233770665862;4.969161043112624;0;0.18853243970878208;0.4375108827544366;0.2066483581070833;0.024450000000000003;0.50730333308054;0.09417503412710451;0.7150975466403763;0.37789217730926744;0.8043656529652665;0.024394661004095257;0.21443599651145162;0.9695573998938269;NA
"BEA";"Beatenberg";2000;3;80.78928571428571;"B";32.85503355289333;4.7697550433699165;0;0.7749153883559525;1.1979794880862915;0.4504769196764068;0.02445;1.1895284558595995;0.2045364307501879;1.3144916581937138;0.5825142389814775;0.9584660359842625;0.025;0.5568111922549843;2.3808782573714695;NA
"BEA";"Beatenberg";2000;4;56.41738095238095;"B";15.939050317995553;4.984350511978524;0;0.4141787907306513;0.6936186247905703;0.22344724059201612;0.02445;0.8539904706840598;0.10420815520377459;0.4603860976649377;0.25213844517689166;0.40259012124767357;0.025;0.2503598996425451;1.4359998493372101;NA
"BEA";"Beatenberg";2000;5;46.657179487179484;"B";23.643376730434213;6.2897835922396;NA;0.8159325632134005;0.8684517127108259;0.496535674834994;0.024450000000000003;1.9153230546869422;0.24201327192890865;0.68190669531718;0.3924230255601414;0.6238600649582607;0.025;0.5852201601424465;2.389201212883938;NA
"BEA";"Beatenberg";2000;6;86.47615384615384;"B";21.264221172577592;5.419295364693295;0;0.5663883329330452;0.7556812638433007;0.5555115149574361;0.024450000000000003;1.2671461852533827;0.1409060123288768;0.6847486190056842;0.41520577482454035;0.5133704533931097;0.025;0.6319888106103061;1.735545432711553;NA
"BEA";"Beatenberg";2000;7;185.6;"B";12.484714978448274;5.226785811484697;0;0.2538179956896552;0.4112318426724138;0.3123866379310345;0.024450000000000003;0.620963900862069;0.06562133620689656;0.46127316810344826;0.1475651400862069;0.3988224137931035;0.025;0.3070349299568966;1.0517179418103448;NA
"BEA";"Beatenberg";2000;8;144.15;"B";13.945384668747831;5.329115025221626;0;0.48879562955254946;0.5880618799861255;0.3918225459590704;0.04615098161637183;0.6374070065903572;0.058090738813735686;0.5521084287200833;0.16955435310440514;0.2429888310787374;0.025;0.3990190149150192;1.47071882067291;NA
"BEA";"Beatenberg";2000;9;114.9557142857143;"B";11.271926580422274;5.312675918382913;0;0.26850608308789714;0.44999263070250656;0.23989096422224704;0.02445;0.5480310554374976;0.0735050889162286;0.5426089301470132;0.1435058469721259;0.4441014427916341;0.025;0.25343394226348037;1.7317072934919033;NA
"BEA";"Beatenberg";2000;10;83.51561904761905;"B";12.767415732899693;5.195329678082767;0;0.18546910073279707;0.3733067906316925;0.19134127291843891;0.02445;0.6720020823022553;0.08066028139589515;0.8289940769562351;0.1733090211810964;0.2721606132414353;0.024999999999999994;0.2167959736074461;1.0932673303197349;NA
"BEA";"Beatenberg";2000;11;61.73723809523809;"B";11.841481871711293;5.572489256993907;0;0.21905809567737927;0.35663654258215693;0.1797173180962019;0.02445;0.7322289025223644;0.08349023742712973;0.9230379025701863;0.23339129737242786;0.33951439048131793;0.025;0.2065831952931086;0.7334241343882907;NA
"BEA";"Beatenberg";2000;12;33.04542857142857;"B";15.130663329269664;5.327597638570762;0;0.08155018632358915;0.2866354974537217;0.1600225317528251;0.02445;0.5705896817368298;0.06622804105171236;0.6886209547030495;0.23387938681814638;0.3541390466803275;0.025;0.1746622856846419;0.5493114733829619;NA
"BEA";"Beatenberg";2001;1;69.106;"B";35.427169276184415;4.668327756693179;0;0.12005067577344948;1.1332953723265708;0.2823548461783348;0.02445;1.4643370763754233;0.2751986224061586;2.4502356380053834;0.37846820825977484;0.9084366335774028;0.025;0.40856477295748567;1.8652515237461291;NA
"BEA";"Beatenberg";2001;2;38.635714285714286;"B";16.17863856535404;5.347736226824523;0;0.3808512109447218;0.673937400628582;0.25764943612497687;0.024450000000000003;0.706027139951932;0.074068700314291;0.4535979663523756;0.21833015344795711;0.27655385468663335;0.024999999999999994;0.2904283268626363;1.373845775559253;NA
"BEA";"Beatenberg";2001;3;142.4714285714286;"B";16.91180427153314;5.165261712708065;0;0.16693628797753934;0.6565803870450215;0.20578752632106687;0.02445;0.9143411210267722;0.13795864835054647;0.8372781510077207;0.23362611049834547;0.376927504261506;0.025000000000000005;0.25992628697483205;1.0691177298706505;NA
"BEA";"Beatenberg";2001;4;159.97142857142856;"B";11.48655384890159;5.20244157299132;0;0.22193945347383465;0.3171862832648687;0.17945499196285053;0.02445;0.34225397392391504;0.03820994820503661;0.24287524557956777;0.1553977495981425;0.17479415967136988;0.025000000000000005;0.17531418110376853;0.7059196731559207;NA
"BEA";"Beatenberg";2001;5;79.67214285714286;"B";13.814894971355821;5.699347635645836;0;0.6645038237060811;0.5093361902798074;0.38939354138836835;0.02445;0.7739377179691773;0.08791317094162683;0.49003961771904503;0.18994012067311566;0.2734079845079388;0.025;0.4226628056051138;1.4707228983064522;NA
"BEA";"Beatenberg";2001;6;210.52851648351648;"B";9.970027609738858;5.350669084473378;0;0.3043522664962252;0.29525011646512866;0.26936151141332165;0.02445;0.40010527586380584;0.04960170857279912;0.37564533347391793;0.15755716604390985;0.14635996689649988;0.025;0.3046794287219058;0.8334011711498456;3.2361354096010078
"BEA";"Beatenberg";2001;7;157.77076923076925;"B";7.5613277296174575;6.072725988390505;NA;0.20744453491433526;0.2635418084660315;0.2034164415754112;0.02445;0.5664254419752123;0.04883181051379313;0.38256290041052743;0.11519782839757776;0.14540923052920007;0.025;0.20630194244814776;0.6567530838314595;3.5011424852024846
"BEA";"Beatenberg";2001;8;109.94200000000001;"B";11.889738953266267;5.9031040816210005;NA;0.42550082770915576;0.4124144185115788;0.39248874861290495;0.04069869931418384;0.9428287460661076;0.11239926506703532;0.8803352131123682;0.2611927016063014;0.2092794200578487;0.025;0.4546566735187644;1.1254134070691817;3.5627843772170786
"BEA";"Beatenberg";2001;9;179.37300000000002;"B";9.255293271562609;5.569963360431208;0;0.22135183667553088;0.2930334219754366;0.20271722611541312;0.033496695991035434;0.33006749622295434;0.04552206853874329;0.3889998550506486;0.1260750893389752;0.18600292128692725;0.025;0.20356514637096998;0.7319135750642516;2.938132439107335
"BEA";"Beatenberg";2001;10;39.64357142857143;"B";11.202208608853896;5.553240263320968;0;0.17760294409109748;0.3793086611052053;0.22556838615520441;0.024450000000000003;0.8515082070593323;0.11125006756635017;0.7668422731121962;0.1592340498369399;0.3230076575196844;0.025;0.24985742599232447;0.8803598872092396;6.156993711825013
"BEA";"Beatenberg";2001;11;72.11767857142857;"B";12.070977742231818;5.459381866948745;0;0.15260367108322462;0.3237715836467678;0.18247874629511787;0.02445;0.6585695527399414;0.11417328820207055;0.7149976724549905;0.21545126145511181;0.3801221614474359;0.025;0.2283324056168118;0.7832966312500155;7.316087458741788
"BEA";"Beatenberg";2001;12;38.627279411764704;"B";13.023336144259526;5.714768369982915;0;0.12883195927900695;0.31373911686155964;0.22351583287489224;0.02445;1.2441113298092061;0.12693535694638242;0.4901657297970233;0.2495522765646802;0.378542876776737;0.025;0.2592631940624103;0.7195541565222688;3.8807912059254073
"BEA";"Beatenberg";2002;1;14.12235294117647;"B";18.105768077307566;5.587791700154761;0;0.1476031322892369;0.6299913362212597;0.2876021326224592;0.024450000000000003;1.5669263578807064;0.17198533822059317;0.856937687437521;0.2841026324558481;0.5001046317894036;0.025000000000000005;0.3257937354215262;1.2693684771742753;8.592587470843052
"BEA";"Beatenberg";2002;2;65.70983193277311;"B";6.254837859854952;5.848399520809774;0;0.14063453405409831;0.20411571500370232;0.13121361805851292;0.02445;0.31893548028191165;0.037048090215833045;0.16703531697161061;0.15603284493706093;0.17836921044520918;0.025;0.12387438918494474;0.6058920871874949;2.299130539537846
"BEA";"Beatenberg";2002;3;56.10214285714286;"B";40.794818889016206;5.267437041830153;0;1.2484695771742869;1.5058434488114791;0.9054223546337675;0.02445;2.565486943457724;0.18954129585068055;0.8940906127853534;0.6547582216110921;1.0851054836204372;0.025;0.9583777675922743;3.715009515806628;11.276862560890216
