"plot_id";"plot_name";"survey_year";"survey_date";"leaf_type";"sample_id";"species";"leaf_age_class";"gew100"
"ALP";"Alptal";1999;"1999-09-30";1;"9954";"Picea abies";2;0.65
"ALP";"Alptal";1999;"1999-09-30";1;"9955";"Picea abies";2;0.4
"ALP";"Alptal";2001;"2001-10-08";1;"9951";"Picea abies";1;0.65
"ALP";"Alptal";2001;"2001-10-08";1;"9952";"Picea abies";1;0.58
"ALP";"Alptal";2001;"2001-10-08";1;"9953";"Picea abies";1;0.51
"ALP";"Alptal";2001;"2001-10-08";1;"9954";"Picea abies";1;0.75
"ALP";"Alptal";2001;"2001-10-08";1;"9955";"Picea abies";1;0.49
"ALP";"Alptal";2001;"2001-10-08";1;"9951";"Picea abies";2;0.71
"ALP";"Alptal";2001;"2001-10-08";1;"9952";"Picea abies";2;0.75
"ALP";"Alptal";2001;"2001-10-08";1;"9953";"Picea abies";2;0.54
"ALP";"Alptal";2001;"2001-10-08";1;"9954";"Picea abies";2;0.62
"ALP";"Alptal";2001;"2001-10-08";1;"9955";"Picea abies";2;0.44
"ALP";"Alptal";2003;"2003-10-02";1;"9951";"Picea abies";1;0.42
"ALP";"Alptal";2003;"2003-10-02";1;"9952";"Picea abies";1;0.4
"ALP";"Alptal";2003;"2003-10-02";1;"9953";"Picea abies";1;0.33
"ALP";"Alptal";2003;"2003-10-02";1;"9954";"Picea abies";1;0.41
"ALP";"Alptal";2003;"2003-10-02";1;"9955";"Picea abies";1;0.3
"ALP";"Alptal";2003;"2003-10-02";1;"9951";"Picea abies";2;0.62
"ALP";"Alptal";2003;"2003-10-02";1;"9952";"Picea abies";2;0.56
"ALP";"Alptal";2003;"2003-10-02";1;"9953";"Picea abies";2;0.51
"ALP";"Alptal";2003;"2003-10-02";1;"9954";"Picea abies";2;0.53
"ALP";"Alptal";2003;"2003-10-02";1;"9955";"Picea abies";2;0.52
"ALP";"Alptal";2005;"2005-10-24";1;"9951";"Picea abies";1;0.59
"ALP";"Alptal";2005;"2005-10-24";1;"9952";"Picea abies";1;0.62
"ALP";"Alptal";2005;"2005-10-24";1;"9953";"Picea abies";1;0.63
"ALP";"Alptal";2005;"2005-10-24";1;"9954";"Picea abies";1;0.73
"ALP";"Alptal";2005;"2005-10-24";1;"9955";"Picea abies";1;0.33
"ALP";"Alptal";2005;"2005-10-24";1;"9951";"Picea abies";2;0.64
"ALP";"Alptal";2005;"2005-10-24";1;"9952";"Picea abies";2;0.52
"ALP";"Alptal";2005;"2005-10-24";1;"9953";"Picea abies";2;0.49
"ALP";"Alptal";2005;"2005-10-24";1;"9954";"Picea abies";2;0.62
"ALP";"Alptal";2005;"2005-10-24";1;"9955";"Picea abies";2;0.46
"ALP";"Alptal";2007;"2007-10-12";1;"9951";"Picea abies";1;0.43
"ALP";"Alptal";2007;"2007-10-12";1;"9952";"Picea abies";1;0.36
"ALP";"Alptal";2007;"2007-10-12";1;"9953";"Picea abies";1;0.47
"ALP";"Alptal";2007;"2007-10-12";1;"9954";"Picea abies";1;0.42
"ALP";"Alptal";2007;"2007-10-12";1;"9955";"Picea abies";1;0.26
"ALP";"Alptal";2007;"2007-10-12";1;"9951";"Picea abies";2;0.54
"ALP";"Alptal";2007;"2007-10-12";1;"9952";"Picea abies";2;0.5
"ALP";"Alptal";2007;"2007-10-12";1;"9953";"Picea abies";2;0.44
"ALP";"Alptal";2007;"2007-10-12";1;"9954";"Picea abies";2;0.56
"ALP";"Alptal";2007;"2007-10-12";1;"9955";"Picea abies";2;0.32
"ALP";"Alptal";2009;"2009-10-26";1;"9951";"Picea abies";1;0.44
"ALP";"Alptal";2009;"2009-10-26";1;"9952";"Picea abies";1;0.45
"ALP";"Alptal";2009;"2009-10-26";1;"9953";"Picea abies";1;0.4
"ALP";"Alptal";2009;"2009-10-26";1;"9954";"Picea abies";1;0.35
"ALP";"Alptal";2009;"2009-10-26";1;"9955";"Picea abies";1;0.34
"ALP";"Alptal";2009;"2009-10-26";1;"9952";"Picea abies";2;0.55
"ALP";"Alptal";2009;"2009-10-26";1;"9953";"Picea abies";2;0.51
"ALP";"Alptal";2009;"2009-10-26";1;"9954";"Picea abies";2;0.45
"ALP";"Alptal";2009;"2009-10-26";1;"9955";"Picea abies";2;0.42
"ALP";"Alptal";2009;"2009-10-26";1;"9951";"Picea abies";2;0.54
"ALP";"Alptal";2011;"2011-10-10";1;"9955";"Picea abies";1;0.27
"ALP";"Alptal";2011;"2011-10-10";1;"9952";"Picea abies";1;0.62
"ALP";"Alptal";2011;"2011-10-10";1;"9954";"Picea abies";1;0.51
"ALP";"Alptal";2011;"2011-10-10";1;"9951";"Picea abies";1;0.39
"ALP";"Alptal";2011;"2011-10-10";1;"9953";"Picea abies";1;0.35
"ALP";"Alptal";2011;"2011-10-10";1;"9951";"Picea abies";2;0.65
"ALP";"Alptal";2011;"2011-10-10";1;"9952";"Picea abies";2;0.62
"ALP";"Alptal";2011;"2011-10-10";1;"9953";"Picea abies";2;0.61
"ALP";"Alptal";2011;"2011-10-10";1;"9954";"Picea abies";2;0.61
"ALP";"Alptal";2011;"2011-10-10";1;"9955";"Picea abies";2;0.41
"ALP";"Alptal";2013;"2013-10-17";1;"9953";"Picea abies";1;0.61
"ALP";"Alptal";2013;"2013-10-17";1;"9956";"Picea abies";1;0.27
"ALP";"Alptal";2013;"2013-10-17";1;"9951";"Picea abies";1;0.52
"ALP";"Alptal";2013;"2013-10-17";1;"9952";"Picea abies";1;0.59
"ALP";"Alptal";2013;"2013-10-17";1;"9955";"Picea abies";1;0.46
"ALP";"Alptal";2013;"2013-10-17";1;"9952";"Picea abies";2;0.83
"ALP";"Alptal";2013;"2013-10-17";1;"9956";"Picea abies";2;0.35
"ALP";"Alptal";2013;"2013-10-17";1;"9951";"Picea abies";2;0.64
"ALP";"Alptal";2013;"2013-10-17";1;"9953";"Picea abies";2;0.79
"ALP";"Alptal";2013;"2013-10-17";1;"9955";"Picea abies";2;0.59
"ALP";"Alptal";2015;"2015-10-26";1;"9953";"Picea abies";1;0.27
"ALP";"Alptal";2015;"2015-10-26";1;"9951";"Picea abies";1;0.5
"ALP";"Alptal";2015;"2015-10-26";1;"9952";"Picea abies";1;0.52
"ALP";"Alptal";2015;"2015-10-26";1;"9955";"Picea abies";1;0.35
"ALP";"Alptal";2015;"2015-10-26";1;"9956";"Picea abies";1;0.3
"ALP";"Alptal";2015;"2015-10-26";1;"9951";"Picea abies";2;0.63
"ALP";"Alptal";2015;"2015-10-26";1;"9952";"Picea abies";2;0.32
"ALP";"Alptal";2015;"2015-10-26";1;"9953";"Picea abies";2;0.3
"ALP";"Alptal";2015;"2015-10-26";1;"9955";"Picea abies";2;0.41
"ALP";"Alptal";2015;"2015-10-26";1;"9956";"Picea abies";2;0.25
"ALP";"Alptal";2017;"2017-10-19";1;"9951";"Picea abies";1;0.43
"ALP";"Alptal";2017;"2017-10-19";1;"9952";"Picea abies";1;0.56
"ALP";"Alptal";2017;"2017-10-19";1;"9953";"Picea abies";1;0.44
"ALP";"Alptal";2017;"2017-10-19";1;"9955";"Picea abies";1;0.39
"ALP";"Alptal";2017;"2017-10-19";1;"9956";"Picea abies";1;0.3
"ALP";"Alptal";2017;"2017-10-19";1;"9951";"Picea abies";2;0.55
"ALP";"Alptal";2017;"2017-10-19";1;"9952";"Picea abies";2;0.5
"ALP";"Alptal";2017;"2017-10-19";1;"9953";"Picea abies";2;0.62
"ALP";"Alptal";2017;"2017-10-19";1;"9955";"Picea abies";2;0.39
"ALP";"Alptal";2017;"2017-10-19";1;"9956";"Picea abies";2;0.34
"ALP";"Alptal";2019;"2019-11-11";1;"9951";"Picea abies";1;0.46
"ALP";"Alptal";2019;"2019-11-11";1;"9952";"Picea abies";1;0.52
"ALP";"Alptal";2019;"2019-11-11";1;"9953";"Picea abies";1;0.37
"ALP";"Alptal";2019;"2019-11-11";1;"9955";"Picea abies";1;0.34
"ALP";"Alptal";2019;"2019-11-11";1;"9956";"Picea abies";1;0.52
"ALP";"Alptal";2019;"2019-11-11";1;"9951";"Picea abies";2;0.44
"ALP";"Alptal";2019;"2019-11-11";1;"9952";"Picea abies";2;0.48
"ALP";"Alptal";2019;"2019-11-11";1;"9953";"Picea abies";2;0.33
"ALP";"Alptal";2019;"2019-11-11";1;"9955";"Picea abies";2;0.35
"ALP";"Alptal";2019;"2019-11-11";1;"9956";"Picea abies";2;0.51
"ALP";"Alptal";2021;"2021-10-21";1;"9951";"Picea abies";1;0.43
"ALP";"Alptal";2021;"2021-10-21";1;"9952";"Picea abies";1;0.54
"ALP";"Alptal";2021;"2021-10-21";1;"9955";"Picea abies";1;0.49
"ALP";"Alptal";2021;"2021-10-21";1;"9956";"Picea abies";1;0.3
"ALP";"Alptal";2021;"2021-10-21";1;"9953";"Picea abies";1;0.54
"ALP";"Alptal";2021;"2021-10-21";1;"9952";"Picea abies";2;0.46
"ALP";"Alptal";2021;"2021-10-21";1;"9953";"Picea abies";2;0.29
"ALP";"Alptal";2021;"2021-10-21";1;"9956";"Picea abies";2;0.16
"ALP";"Alptal";2021;"2021-10-21";1;"9951";"Picea abies";2;0.47
"ALP";"Alptal";2021;"2021-10-21";1;"9955";"Picea abies";2;0.35
"ALP";"Alptal";2023;"2023-10-19";1;"9955";"Picea abies";1;0.34
"ALP";"Alptal";2023;"2023-10-19";1;"9956";"Picea abies";1;0.24
"ALP";"Alptal";2023;"2023-10-19";1;"9951";"Picea abies";1;0.44
"ALP";"Alptal";2023;"2023-10-19";1;"9952";"Picea abies";1;0.4
"ALP";"Alptal";2023;"2023-10-19";1;"9953";"Picea abies";1;0.48
"ALP";"Alptal";2023;"2023-10-19";1;"9951";"Picea abies";2;0.45
"ALP";"Alptal";2023;"2023-10-19";1;"9952";"Picea abies";2;0.55
"ALP";"Alptal";2023;"2023-10-19";1;"9953";"Picea abies";2;0.44
"ALP";"Alptal";2023;"2023-10-19";1;"9956";"Picea abies";2;0.34
"ALP";"Alptal";2023;"2023-10-19";1;"9955";"Picea abies";2;0.58
"BEA";"Beatenberg";1997;"1997-10-27";1;"9901";"Picea abies";1;0.21
"BEA";"Beatenberg";1997;"1997-10-27";1;"9902";"Picea abies";1;0.54
"BEA";"Beatenberg";1997;"1997-10-27";1;"9903";"Picea abies";1;0.45
"BEA";"Beatenberg";1997;"1997-10-27";1;"9904";"Picea abies";1;0.61
"BEA";"Beatenberg";1997;"1997-10-27";1;"9905";"Picea abies";1;0.55
"BEA";"Beatenberg";1997;"1997-10-27";1;"9901";"Picea abies";2;0.4
"BEA";"Beatenberg";1997;"1997-10-27";1;"9902";"Picea abies";2;0.63
"BEA";"Beatenberg";1997;"1997-10-27";1;"9903";"Picea abies";2;0.69
"BEA";"Beatenberg";1997;"1997-10-27";1;"9904";"Picea abies";2;0.8
"BEA";"Beatenberg";1997;"1997-10-27";1;"9905";"Picea abies";2;0.72
"BEA";"Beatenberg";1999;"1999-10-07";1;"9901";"Picea abies";1;0.44
"BEA";"Beatenberg";1999;"1999-10-07";1;"9902";"Picea abies";1;0.55
"BEA";"Beatenberg";1999;"1999-10-07";1;"9903";"Picea abies";1;0.58
"BEA";"Beatenberg";1999;"1999-10-07";1;"9904";"Picea abies";1;0.67
"BEA";"Beatenberg";1999;"1999-10-07";1;"9905";"Picea abies";1;0.67
"BEA";"Beatenberg";1999;"1999-10-07";1;"9902";"Picea abies";2;0.53
"BEA";"Beatenberg";1999;"1999-10-07";1;"9903";"Picea abies";2;0.42
"BEA";"Beatenberg";1999;"1999-10-07";1;"9904";"Picea abies";2;0.67
"BEA";"Beatenberg";1999;"1999-10-07";1;"9905";"Picea abies";2;0.61
"BEA";"Beatenberg";1999;"1999-10-07";1;"9901";"Picea abies";2;0.39
"BEA";"Beatenberg";2001;"2001-10-04";1;"9901";"Picea abies";1;0.27
"BEA";"Beatenberg";2001;"2001-10-04";1;"9902";"Picea abies";1;0.55
"BEA";"Beatenberg";2001;"2001-10-04";1;"9903";"Picea abies";1;0.65
"BEA";"Beatenberg";2001;"2001-10-04";1;"9904";"Picea abies";1;0.68
"BEA";"Beatenberg";2001;"2001-10-04";1;"9905";"Picea abies";1;0.82
"BEA";"Beatenberg";2001;"2001-10-04";1;"9901";"Picea abies";2;0.27
"BEA";"Beatenberg";2001;"2001-10-04";1;"9902";"Picea abies";2;0.57
"BEA";"Beatenberg";2001;"2001-10-04";1;"9903";"Picea abies";2;0.55
"BEA";"Beatenberg";2001;"2001-10-04";1;"9904";"Picea abies";2;0.72
"BEA";"Beatenberg";2001;"2001-10-04";1;"9905";"Picea abies";2;0.74
"BEA";"Beatenberg";2003;"2003-10-01";1;"9901";"Picea abies";1;0.27
"BEA";"Beatenberg";2003;"2003-10-01";1;"9902";"Picea abies";1;0.47
"BEA";"Beatenberg";2003;"2003-10-01";1;"9903";"Picea abies";1;0.42
"BEA";"Beatenberg";2003;"2003-10-01";1;"9904";"Picea abies";1;0.66
"BEA";"Beatenberg";2003;"2003-10-01";1;"9905";"Picea abies";1;0.51
"BEA";"Beatenberg";2003;"2003-10-01";1;"9901";"Picea abies";2;0.27
"BEA";"Beatenberg";2003;"2003-10-01";1;"9902";"Picea abies";2;0.51
"BEA";"Beatenberg";2003;"2003-10-01";1;"9903";"Picea abies";2;0.41
"BEA";"Beatenberg";2003;"2003-10-01";1;"9904";"Picea abies";2;0.7
"BEA";"Beatenberg";2003;"2003-10-01";1;"9905";"Picea abies";2;0.62
"BEA";"Beatenberg";2005;"2005-10-04";1;"9905";"Picea abies";1;0.7
"BEA";"Beatenberg";2005;"2005-10-04";1;"9901";"Picea abies";1;0.28
"BEA";"Beatenberg";2005;"2005-10-04";1;"9902";"Picea abies";1;0.48
"BEA";"Beatenberg";2005;"2005-10-04";1;"9903";"Picea abies";1;0.54
"BEA";"Beatenberg";2005;"2005-10-04";1;"9904";"Picea abies";1;0.64
"BEA";"Beatenberg";2005;"2005-10-04";1;"9901";"Picea abies";2;0.27
"BEA";"Beatenberg";2005;"2005-10-04";1;"9902";"Picea abies";2;0.42
"BEA";"Beatenberg";2005;"2005-10-04";1;"9903";"Picea abies";2;0.45
"BEA";"Beatenberg";2005;"2005-10-04";1;"9904";"Picea abies";2;0.52
"BEA";"Beatenberg";2005;"2005-10-04";1;"9905";"Picea abies";2;0.52
"BEA";"Beatenberg";2007;"2007-10-10";1;"9901";"Picea abies";1;0.24
"BEA";"Beatenberg";2007;"2007-10-10";1;"9902";"Picea abies";1;0.35
"BEA";"Beatenberg";2007;"2007-10-10";1;"9903";"Picea abies";1;0.45
"BEA";"Beatenberg";2007;"2007-10-10";1;"9904";"Picea abies";1;0.51
"BEA";"Beatenberg";2007;"2007-10-10";1;"9905";"Picea abies";1;0.59
"BEA";"Beatenberg";2007;"2007-10-10";1;"9901";"Picea abies";2;0.29
"BEA";"Beatenberg";2007;"2007-10-10";1;"9902";"Picea abies";2;0.44
"BEA";"Beatenberg";2007;"2007-10-10";1;"9903";"Picea abies";2;0.56
"BEA";"Beatenberg";2007;"2007-10-10";1;"9904";"Picea abies";2;0.37
"BEA";"Beatenberg";2007;"2007-10-10";1;"9905";"Picea abies";2;0.67
"BEA";"Beatenberg";2009;"2009-10-14";1;"9901";"Picea abies";1;0.25
"BEA";"Beatenberg";2009;"2009-10-14";1;"9902";"Picea abies";1;0.59
"BEA";"Beatenberg";2009;"2009-10-14";1;"9903";"Picea abies";1;0.48
"BEA";"Beatenberg";2009;"2009-10-14";1;"9904";"Picea abies";1;0.71
"BEA";"Beatenberg";2009;"2009-10-14";1;"9905";"Picea abies";1;0.53
"BEA";"Beatenberg";2009;"2009-10-14";1;"9903";"Picea abies";2;0.55
"BEA";"Beatenberg";2009;"2009-10-14";1;"9904";"Picea abies";2;0.85
"BEA";"Beatenberg";2009;"2009-10-14";1;"9905";"Picea abies";2;0.84
"BEA";"Beatenberg";2009;"2009-10-14";1;"9901";"Picea abies";2;0.24
"BEA";"Beatenberg";2009;"2009-10-14";1;"9902";"Picea abies";2;0.62
"BEA";"Beatenberg";2011;"2011-10-11";1;"9903";"Picea abies";1;0.38
"BEA";"Beatenberg";2011;"2011-10-11";1;"9904";"Picea abies";1;0.32
"BEA";"Beatenberg";2011;"2011-10-11";1;"9901";"Picea abies";1;0.22
"BEA";"Beatenberg";2011;"2011-10-11";1;"9902";"Picea abies";1;0.25
"BEA";"Beatenberg";2011;"2011-10-11";1;"9905";"Picea abies";1;0.34
"BEA";"Beatenberg";2011;"2011-10-11";1;"9903";"Picea abies";2;0.58
"BEA";"Beatenberg";2011;"2011-10-11";1;"9905";"Picea abies";2;0.68
"BEA";"Beatenberg";2011;"2011-10-11";1;"9901";"Picea abies";2;0.33
"BEA";"Beatenberg";2011;"2011-10-11";1;"9902";"Picea abies";2;0.46
"BEA";"Beatenberg";2011;"2011-10-11";1;"9904";"Picea abies";2;0.68
"BEA";"Beatenberg";2013;"2013-10-21";1;"9906";"Picea abies";1;0.57
"BEA";"Beatenberg";2013;"2013-10-21";1;"9902";"Picea abies";1;0.47
"BEA";"Beatenberg";2013;"2013-10-21";1;"9905";"Picea abies";1;0.78
"BEA";"Beatenberg";2013;"2013-10-21";1;"9903";"Picea abies";1;0.63
"BEA";"Beatenberg";2013;"2013-10-21";1;"9904";"Picea abies";1;0.59
"BEA";"Beatenberg";2013;"2013-10-21";1;"9903";"Picea abies";2;0.58
"BEA";"Beatenberg";2013;"2013-10-21";1;"9905";"Picea abies";2;0.85
"BEA";"Beatenberg";2013;"2013-10-21";1;"9906";"Picea abies";2;0.64
"BEA";"Beatenberg";2013;"2013-10-21";1;"9902";"Picea abies";2;0.48
"BEA";"Beatenberg";2013;"2013-10-21";1;"9904";"Picea abies";2;0.8
"BEA";"Beatenberg";2015;"2015-10-14";1;"9903";"Picea abies";1;0.37
"BEA";"Beatenberg";2015;"2015-10-14";1;"9904";"Picea abies";1;0.45
"BEA";"Beatenberg";2015;"2015-10-14";1;"9905";"Picea abies";1;0.43
"BEA";"Beatenberg";2015;"2015-10-14";1;"9906";"Picea abies";1;0.38
"BEA";"Beatenberg";2015;"2015-10-14";1;"9902";"Picea abies";1;0.41
"BEA";"Beatenberg";2015;"2015-10-14";1;"9902";"Picea abies";2;0.31
"BEA";"Beatenberg";2015;"2015-10-14";1;"9903";"Picea abies";2;0.35
"BEA";"Beatenberg";2015;"2015-10-14";1;"9904";"Picea abies";2;0.37
"BEA";"Beatenberg";2015;"2015-10-14";1;"9905";"Picea abies";2;0.33
"BEA";"Beatenberg";2015;"2015-10-14";1;"9906";"Picea abies";2;0.4
"BEA";"Beatenberg";2017;"2017-10-18";1;"9902";"Picea abies";1;0.41
"BEA";"Beatenberg";2017;"2017-10-18";1;"9903";"Picea abies";1;0.42
"BEA";"Beatenberg";2017;"2017-10-18";1;"9904";"Picea abies";1;0.41
"BEA";"Beatenberg";2017;"2017-10-18";1;"9905";"Picea abies";1;0.51
"BEA";"Beatenberg";2017;"2017-10-18";1;"9906";"Picea abies";1;0.46
"BEA";"Beatenberg";2017;"2017-10-18";1;"9902";"Picea abies";2;0.45
"BEA";"Beatenberg";2017;"2017-10-18";1;"9903";"Picea abies";2;0.43
"BEA";"Beatenberg";2017;"2017-10-18";1;"9904";"Picea abies";2;0.4
"BEA";"Beatenberg";2017;"2017-10-18";1;"9905";"Picea abies";2;0.7
"BEA";"Beatenberg";2017;"2017-10-18";1;"9906";"Picea abies";2;0.43
"BEA";"Beatenberg";2019;"2019-10-23";1;"9903";"Picea abies";1;0.36
"BEA";"Beatenberg";2019;"2019-10-23";1;"9905";"Picea abies";1;0.53
"BEA";"Beatenberg";2019;"2019-10-23";1;"9906";"Picea abies";1;0.53
"BEA";"Beatenberg";2019;"2019-10-23";1;"9902";"Picea abies";1;0.27
"BEA";"Beatenberg";2019;"2019-10-23";1;"9904";"Picea abies";1;0.41
"BEA";"Beatenberg";2019;"2019-10-23";1;"9903";"Picea abies";2;0.46
"BEA";"Beatenberg";2019;"2019-10-23";1;"9905";"Picea abies";2;0.6
"BEA";"Beatenberg";2019;"2019-10-23";1;"9906";"Picea abies";2;0.54
"BEA";"Beatenberg";2019;"2019-10-23";1;"9902";"Picea abies";2;0.32
"BEA";"Beatenberg";2019;"2019-10-23";1;"9904";"Picea abies";2;0.63
"BEA";"Beatenberg";2021;"2021-10-20";1;"9903";"Picea abies";1;0.38
"BEA";"Beatenberg";2021;"2021-10-20";1;"9904";"Picea abies";1;0.51
"BEA";"Beatenberg";2021;"2021-10-20";1;"9906";"Picea abies";1;0.46
"BEA";"Beatenberg";2021;"2021-10-20";1;"9907";"Picea abies";1;0.66
"BEA";"Beatenberg";2021;"2021-10-20";1;"9905";"Picea abies";1;0.57
"BEA";"Beatenberg";2021;"2021-10-20";1;"9903";"Picea abies";2;0.2
"BEA";"Beatenberg";2021;"2021-10-20";1;"9904";"Picea abies";2;0.33
"BEA";"Beatenberg";2021;"2021-10-20";1;"9905";"Picea abies";2;0.33
"BEA";"Beatenberg";2021;"2021-10-20";1;"9906";"Picea abies";2;0.39
"BEA";"Beatenberg";2021;"2021-10-20";1;"9907";"Picea abies";2;0.4
"BEA";"Beatenberg";2023;"2023-10-18";1;"9904";"Picea abies";1;0.37
"BEA";"Beatenberg";2023;"2023-10-18";1;"9907";"Picea abies";1;0.6
"BEA";"Beatenberg";2023;"2023-10-18";1;"9903";"Picea abies";1;0.14
"BEA";"Beatenberg";2023;"2023-10-18";1;"9905";"Picea abies";1;0.35
"BEA";"Beatenberg";2023;"2023-10-18";1;"9906";"Picea abies";1;0.24
"BEA";"Beatenberg";2023;"2023-10-18";1;"9905";"Picea abies";2;0.32
"BEA";"Beatenberg";2023;"2023-10-18";1;"9903";"Picea abies";2;0.44
"BEA";"Beatenberg";2023;"2023-10-18";1;"9904";"Picea abies";2;0.49
"BEA";"Beatenberg";2023;"2023-10-18";1;"9906";"Picea abies";2;0.52
"BEA";"Beatenberg";2023;"2023-10-18";1;"9907";"Picea abies";2;0.57
"BET";"Bettlachstock";1995;"1995-11-21";1;"9950";"Abies alba";1;0.46
"BET";"Bettlachstock";1995;"1995-11-21";1;"9951";"Abies alba";1;0.54
"BET";"Bettlachstock";1995;"1995-11-21";1;"9952";"Abies alba";1;0.49
"BET";"Bettlachstock";1995;"1995-11-21";1;"9953";"Abies alba";1;0.46
"BET";"Bettlachstock";1995;"1995-11-21";1;"9954";"Abies alba";1;0.42
"BET";"Bettlachstock";1995;"1995-11-21";1;"9950";"Abies alba";2;0.39
"BET";"Bettlachstock";1995;"1995-11-21";1;"9951";"Abies alba";2;0.15
"BET";"Bettlachstock";1995;"1995-11-21";1;"9952";"Abies alba";2;0.34
"BET";"Bettlachstock";1995;"1995-11-21";1;"9953";"Abies alba";2;0.19
"BET";"Bettlachstock";1995;"1995-11-21";1;"9954";"Abies alba";2;0.29
"BET";"Bettlachstock";1997;"1997-10-23";1;"9950";"Abies alba";1;0.51
"BET";"Bettlachstock";1997;"1997-10-23";1;"9951";"Abies alba";1;0.24
"BET";"Bettlachstock";1997;"1997-10-23";1;"9952";"Abies alba";1;0.58
"BET";"Bettlachstock";1997;"1997-10-23";1;"9953";"Abies alba";1;0.26
"BET";"Bettlachstock";1997;"1997-10-23";1;"9954";"Abies alba";1;0.68
"BET";"Bettlachstock";1997;"1997-10-23";1;"9950";"Abies alba";2;0.72
"BET";"Bettlachstock";1997;"1997-10-23";1;"9951";"Abies alba";2;0.52
"BET";"Bettlachstock";1997;"1997-10-23";1;"9952";"Abies alba";2;0.73
"BET";"Bettlachstock";1997;"1997-10-23";1;"9953";"Abies alba";2;0.65
"BET";"Bettlachstock";1997;"1997-10-23";1;"9954";"Abies alba";2;0.89
"BET";"Bettlachstock";1999;"1999-09-29";1;"9950";"Abies alba";1;0.63
"BET";"Bettlachstock";1999;"1999-09-29";1;"9951";"Abies alba";1;0.38
"BET";"Bettlachstock";1999;"1999-09-29";1;"9952";"Abies alba";1;0.63
"BET";"Bettlachstock";1999;"1999-09-29";1;"9953";"Abies alba";1;0.3
"BET";"Bettlachstock";1999;"1999-09-29";1;"9954";"Abies alba";1;0.58
"BET";"Bettlachstock";1999;"1999-09-29";1;"9950";"Abies alba";2;0.38
"BET";"Bettlachstock";1999;"1999-09-29";1;"9951";"Abies alba";2;0.23
"BET";"Bettlachstock";1999;"1999-09-29";1;"9952";"Abies alba";2;0.23
"BET";"Bettlachstock";1999;"1999-09-29";1;"9953";"Abies alba";2;0.43
"BET";"Bettlachstock";1999;"1999-09-29";1;"9954";"Abies alba";2;0.25
"BET";"Bettlachstock";2001;"2001-10-02";1;"9950";"Abies alba";1;0.41
"BET";"Bettlachstock";2001;"2001-10-02";1;"9951";"Abies alba";1;0.38
"BET";"Bettlachstock";2001;"2001-10-02";1;"9952";"Abies alba";1;0.39
"BET";"Bettlachstock";2001;"2001-10-02";1;"9953";"Abies alba";1;0.41
"BET";"Bettlachstock";2001;"2001-10-02";1;"9954";"Abies alba";1;0.36
"BET";"Bettlachstock";2001;"2001-10-02";1;"9952";"Abies alba";2;0.43
"BET";"Bettlachstock";2001;"2001-10-02";1;"9953";"Abies alba";2;0.55
"BET";"Bettlachstock";2001;"2001-10-02";1;"9954";"Abies alba";2;0.63
